# time(s),x(m),y(m),vx(m/s),vy(m/s),phi(rad),delta(rad),omega(rad/s),ax(m/s^2),deltadelta(rad/s),wheel_fl(kmph),wheel_fr(kmph),wheel_rl(kmph),wheel_rr(kmph),roll(rad),throttle_ped_cmd(%),brake_ped_cmd(kPa),gear
1672854675.12441802,-9.90577975,-328.08223910,49.34028817,0.32554199,0.62561728,0.00000000,0.09636126,0.11391577,0.00000000,179.01653887,178.74606978,177.32086747,177.22520218,-0.16096229,32.67830878,0.00000000,3.00000000
1672854675.16441798,-8.23712942,-326.87712494,49.34902638,0.31744258,0.62776008,0.00000000,0.09075772,0.11582715,0.00000000,178.28815889,178.72544023,177.60000610,177.84181443,-0.15942573,32.47814387,0.00000000,3.00000000
1672854675.20441794,-6.64783194,-325.70464766,49.36513727,0.31626598,0.63131107,0.00000000,0.08966972,0.12049517,0.00000000,178.14503764,178.78287786,177.54143888,177.42431968,-0.15826915,32.00000000,0.00000000,3.00000000
1672854675.24441791,-5.06589973,-324.55026897,49.35426502,0.30717313,0.63334545,0.00000000,0.08483781,0.11443190,0.01189006,178.26561949,178.98280375,177.62070620,177.62070620,-0.15714097,31.20000076,0.00000000,3.00000000
1672854675.28441787,-3.46018774,-323.37337327,49.36810639,0.29833072,0.63526821,0.00047560,0.08019854,0.11835200,-0.00299515,178.12790608,179.32072033,177.58287543,177.50358977,-0.15631192,31.00000000,0.00000000,3.00000000
1672854675.32441783,-1.87415744,-322.20584218,49.34310728,0.29217028,0.63665579,0.00035580,0.07452072,0.10668333,0.00299515,178.21200572,179.64665474,177.10000610,177.14133954,-0.15563565,30.47517443,0.00000000,3.00000000
1672854675.36441779,-0.27009343,-321.01367366,49.33316701,0.28827209,0.63858412,0.00047560,0.07093590,0.10125628,0.00925087,179.17212984,179.78927980,177.32071624,177.30357238,-0.15523034,30.65640384,0.00000000,3.00000000
1672854675.40441775,1.30525831,-319.82705076,49.31877378,0.28664841,0.64138079,0.00084564,0.07023288,0.09402964,0.00263919,178.79252974,179.27551364,177.19999695,177.08298684,-0.15427002,30.57815332,0.00000000,3.00000000
1672854675.44441772,2.84600508,-318.66989647,49.29910511,0.27622059,0.64413548,0.00095120,0.06966315,0.08474757,-0.01189006,178.87972639,179.15054411,177.04270209,177.02810342,-0.15351373,30.57752031,0.00000000,3.00000000
1672854675.48441768,4.44620095,-317.45979753,49.28770811,0.27115658,0.64643438,0.00047560,0.06801645,0.07901735,0.01449012,179.48560527,179.01712648,177.12072364,177.04503244,-0.15350077,30.55659820,0.00000000,3.00000000
1672854675.52441764,5.87721972,-316.37146140,49.26730208,0.26013299,0.64941169,0.00105521,0.06849364,0.06966079,-0.02374626,179.26238325,178.75006542,177.19999695,176.92503417,-0.15365516,30.55685034,0.00000000,3.00000000
1672854675.56441760,7.47046547,-315.15478312,49.23936647,0.25210571,0.65195508,0.00010536,0.06780338,0.05754177,0.01373787,178.97881624,178.65418606,176.64237039,176.66355091,-0.15389927,30.47817219,0.00000000,3.00000000
1672854675.60441756,9.02802080,-313.95020515,49.23260193,0.24963637,0.65470172,0.00065487,0.06776050,0.05407304,0.00471762,179.07464311,178.70289235,177.17463782,176.92535689,-0.15250991,30.91315518,0.00000000,3.00000000
1672854675.64441752,10.57380637,-312.75947115,49.22935569,0.24452865,0.65655636,0.00084358,0.06550127,0.05210270,-0.02108940,178.34138140,178.46551961,176.58275670,176.62413821,-0.15283003,30.87799968,0.00000000,3.00000000
1672854675.68441749,12.17268379,-311.51794068,49.19354844,0.24041406,0.65882704,0.00000000,0.06459383,0.03713608,0.00864088,178.23119672,178.52419575,176.66210387,176.66210387,-0.15303763,30.60000038,0.00000000,3.00000000
1672854675.72441745,13.69266889,-310.32973671,49.19992864,0.23517430,0.66144485,0.00034564,0.06469839,0.03918371,0.01513923,178.22337320,178.62528367,177.02490569,177.07471327,-0.15351370,31.07320106,0.00000000,3.00000000
1672854675.76441741,15.25001575,-309.10804819,49.19004854,0.22640935,0.66435035,0.00095120,0.06567836,0.03465132,-0.02378011,178.24682378,178.41610510,176.24682378,176.28877123,-0.15390414,31.00000000,0.00000000,3.00000000
1672854675.80441737,16.79028178,-307.88763425,49.15480049,0.22350185,0.66704019,0.00000000,0.06584439,0.02004325,-0.00262371,178.34144863,178.41710885,176.67927574,176.50000000,-0.15338905,31.09168566,0.00000000,3.00000000
1672854675.84441733,18.29207469,-306.69639548,49.13998259,0.21673620,0.66964723,-0.00010495,0.06580019,0.01382110,-0.00608988,178.20382375,178.41694715,176.54152643,176.50381155,-0.15298933,31.65663652,0.00000000,3.00000000
1672854675.88441730,19.85107752,-305.44795555,49.11925973,0.21525263,0.67230879,-0.00034854,0.06582789,0.00532129,-0.02125366,177.89911905,178.12433431,176.42521606,176.47477784,-0.15337599,31.94733502,0.00000000,3.00000000
1672854675.92441726,21.34708605,-304.24473890,49.10130575,0.21099813,0.67508781,-0.00119869,0.06617892,-0.00199441,-0.00570292,177.91658663,177.80426526,176.18341948,176.22512616,-0.15374624,32.07826918,0.00000000,3.00000000
1672854675.96441722,22.87282127,-303.01036185,49.08315532,0.20639222,0.67803153,-0.00142681,0.06693322,-0.00924506,-0.00915408,177.69999695,177.85090251,176.28623105,176.36467780,-0.15410507,32.29882068,0.00000000,3.00000000
1672854676.00441718,24.39443401,-301.77139062,49.07136521,0.20202122,0.68099547,-0.00179297,0.06758672,-0.01384017,-0.00273598,177.01480763,177.78592075,176.26443898,176.20740839,-0.15370360,32.47741596,0.00000000,3.00000000
1672854676.04441714,25.40070057,-300.95709989,49.02196180,0.19462700,0.68245856,-0.00190241,0.06415846,-0.03349933,-0.02378011,177.24962200,177.76411898,176.06412203,176.16412487,-0.15323961,32.63249518,0.00000000,3.00000000
1672854676.08441710,27.12660635,-299.54910921,49.03807220,0.19259803,0.68434094,-0.00285361,0.06233316,-0.02634782,-0.01189006,177.24490908,177.68280690,176.46209607,176.24490908,-0.15359313,32.93516287,0.00000000,3.00000000
1672854676.12441707,28.73578299,-298.22955523,49.02481490,0.19089023,0.68615676,-0.00332922,0.06043276,-0.03109284,0.00000000,177.11001981,178.44796650,175.96300231,175.96300231,-0.15394118,32.85497919,0.00000000,3.00000000
1672854676.16441703,30.28355994,-296.95360069,49.01092867,0.18603071,0.68848042,-0.00332922,0.06015526,-0.03603451,-0.02378011,177.09667855,178.11589940,176.08741318,176.12185773,-0.15355730,33.13202377,0.00000000,3.00000000
1672854676.20441699,31.82481558,-295.67726295,48.99127830,0.18130411,0.69078071,-0.00428042,0.05985896,-0.04321657,-0.01189006,177.64242481,178.12427068,175.72120792,175.64846709,-0.15312397,33.45635914,0.00000000,3.00000000
1672854676.24441695,33.33278014,-294.43255719,48.96291857,0.17645221,0.69203288,-0.00475602,0.05685923,-0.05367185,-0.01450739,177.76993889,177.69543040,175.92090970,175.94182551,-0.15347162,33.83456309,0.00000000,3.00000000
1672854676.28441691,34.84077948,-293.18848449,48.95747592,0.17108926,0.69275754,-0.00533632,0.05268470,-0.05477235,-0.01193111,177.49108872,177.57465393,175.88356507,175.88356507,-0.15381405,34.25659098,0.00000000,3.00000000
1672854676.32441688,36.34761938,-291.94885554,48.93204521,0.16527218,0.69272455,-0.00581356,0.04676656,-0.06383358,-0.01211927,177.72285933,177.42945775,175.56395604,175.66395889,-0.15413975,34.25585007,0.00000000,3.00000000
1672854676.36441684,37.87781677,-290.68878919,48.92462271,0.16048856,0.69245381,-0.00629833,0.04064910,-0.06551265,-0.00900245,178.30076214,176.94708939,175.84202726,175.66304082,-0.15445670,34.52871395,0.00000000,3.00000000
1672854676.40441680,39.37872183,-289.43430703,48.90811809,0.15762605,0.69403094,-0.00665843,0.04030466,-0.07098594,0.00923782,178.25984518,177.00960005,175.56287974,175.56287974,-0.15402341,34.73456926,0.00000000,3.00000000
1672854676.44441676,40.85701641,-288.21729533,48.88464970,0.15209602,0.69354996,-0.00628892,0.03463858,-0.07914132,0.00265223,177.68844311,176.98693592,175.66231495,175.66231495,-0.15369853,35.13474875,0.00000000,3.00000000
1672854676.48441672,42.39199635,-286.95576531,48.87344462,0.14575719,0.69277855,-0.00618283,0.02865015,-0.08226150,-0.01455118,177.62074673,176.96594388,175.54148442,175.52445031,-0.15401304,35.35645255,0.00000000,3.00000000
1672854676.52441669,43.78508619,-285.81264611,48.86134105,0.13970355,0.69177312,-0.00676488,0.02236819,-0.08573705,0.01455118,177.39999390,176.76704866,175.44616688,175.44616688,-0.15431867,35.53378105,0.00000000,3.00000000
1672854676.56441665,45.34403157,-284.53396154,48.84253574,0.13276420,0.69069568,-0.00618283,0.01649442,-0.09173936,0.00750265,176.93352967,176.74861637,175.64246572,175.50614455,-0.15461362,35.53299927,0.00000000,3.00000000
1672854676.60441661,46.83632788,-283.30262694,48.83906794,0.12733177,0.69048945,-0.00588272,0.01359004,-0.09162262,0.00438741,176.96524594,176.80742062,175.22891254,175.32890667,-0.15428030,35.99054659,0.00000000,3.00000000
1672854676.64441657,48.32867250,-282.07277746,48.79809591,0.12210941,0.69017335,-0.00570723,0.01083427,-0.10651164,-0.00923726,176.76472645,176.71418228,175.27854704,175.06436476,-0.15390114,36.21092130,0.00000000,3.00000000
1672854676.68441653,49.87247855,-280.81250216,48.79279959,0.11462588,0.68886072,-0.00607672,0.00571540,-0.10680820,0.01847476,177.06949848,176.67561957,175.40365490,175.48291727,-0.15419561,36.85606175,0.00000000,3.00000000
1672854676.72441649,51.35725309,-279.60331076,48.78254602,0.10580883,0.68760848,-0.00533773,0.00118152,-0.10913685,0.01454261,177.06372407,176.69379735,175.50000000,175.32124225,-0.15448217,36.95615184,0.00000000,3.00000000
1672854676.76441646,52.86497821,-278.37490935,48.76592194,0.09889438,0.68633207,-0.00475602,-0.00301680,-0.11398624,-0.01189006,176.66215471,176.49642087,175.04143346,175.02429744,-0.15476085,37.05196623,0.00000000,3.00000000
1672854676.80441642,54.34718919,-277.16206110,48.73333745,0.09333631,0.68576714,-0.00523162,-0.00476673,-0.12520600,0.02378011,176.80362815,176.69637185,175.11709325,174.98290076,-0.15445074,37.33520670,0.00000000,3.00000000
1672854676.84441638,55.83337048,-275.94783223,48.73753877,0.08787816,0.68515579,-0.00428042,-0.00634192,-0.12147559,0.00000000,176.71472571,176.45736296,175.36396025,175.48527124,-0.15409814,38.05532037,0.00000000,3.00000000
1672854676.88441634,57.37095690,-274.69779317,48.72179246,0.07915429,0.68443183,-0.00428042,-0.00796472,-0.12581774,0.02116049,176.65453246,175.94155964,174.92077677,174.68313125,-0.15437926,37.97820629,0.00000000,3.00000000
1672854676.92441630,58.83974532,-273.50353691,48.68449073,0.07108279,0.68387450,-0.00343400,-0.00892930,-0.13871135,-0.00637758,176.69627762,176.04521204,175.23776716,175.19999695,-0.15465227,38.23494747,0.00000000,3.00000000
1672854676.96441627,60.35348810,-272.27044734,48.70232289,0.06335333,0.68367355,-0.00368910,-0.00873333,-0.12933218,0.00899720,175.86788193,176.02590843,175.22591744,175.22591744,-0.15491720,38.95554355,0.00000000,3.00000000
1672854677.00441623,61.86043674,-271.04035892,48.65847371,0.05966637,0.68329163,-0.00332922,-0.00901804,-0.14480673,0.00000000,175.94538087,175.94538087,174.71692775,174.72076657,-0.15462534,38.75590173,0.00000000,3.00000000
1672854677.04441619,62.77305110,-270.29594180,48.62661912,0.05155112,0.68346931,-0.00332922,-0.00766001,-0.15550637,0.00267247,175.76596315,176.10372474,174.98297559,175.06595411,-0.15429595,39.45653031,0.00000000,3.00000000
1672854677.08441615,64.51716129,-268.87636258,48.62810020,0.04348513,0.68343457,-0.00322232,-0.00697467,-0.15233926,0.01261900,175.77125916,176.08562653,174.76421848,174.64984806,-0.15455600,39.53353349,0.00000000,3.00000000
1672854677.12441611,66.12631066,-267.56017697,48.64402046,0.03787411,0.68395105,-0.00271756,-0.00477604,-0.14347243,-0.00340141,175.68686768,176.10381608,174.96228418,175.18305770,-0.15480887,40.03251429,0.00000000,3.00000000
1672854677.16441607,67.71854403,-266.25337915,48.63795417,0.03069479,0.68523069,-0.00285361,-0.00056176,-0.14361562,0.01189006,175.62908426,176.50000000,174.88330690,174.74578943,-0.15505622,39.75092366,0.00000000,3.00000000
1672854677.20441604,69.22407194,-265.02171054,48.62906058,0.02656444,0.68525145,-0.00237801,-0.00035164,-0.14482669,-0.01189006,175.58709880,176.88815861,175.10000610,174.96236220,-0.15477840,40.15656302,0.00000000,3.00000000
1672854677.24441600,70.71555482,-263.79102674,48.62801250,0.02116989,0.68664518,-0.00285361,0.00345931,-0.14298460,0.00920296,176.45386054,176.82859701,174.94175159,174.92087274,-0.15446636,40.37782611,0.00000000,3.00000000
1672854677.28441596,72.27581827,-262.51618424,48.62672587,0.01662934,0.68657749,-0.00248549,0.00311886,-0.14111335,-0.00632729,176.36545728,176.80148912,174.92131770,174.84925381,-0.15470797,40.55561252,0.00000000,3.00000000
1672854677.32441592,73.76686836,-261.28978331,48.62091636,0.01482662,0.68706867,-0.00273859,0.00433890,-0.14113760,0.00625781,176.30898978,176.47528437,175.12079094,174.78314583,-0.15493994,40.75626374,0.00000000,3.00000000
1672854677.36441588,75.27235751,-260.04106880,48.62607169,0.00857870,0.68934422,-0.00248827,0.01050498,-0.13684331,0.00275657,176.64255827,176.74982339,175.00725901,175.05016768,-0.15516366,40.95485339,0.00000000,3.00000000
1672854677.40441585,76.75193074,-258.81524508,48.61917866,0.00771856,0.69009667,-0.00237801,0.01169053,-0.13732862,-0.00272350,176.98442498,176.47533416,174.72467488,174.78311263,-0.15490364,40.97802864,0.00000000,3.00000000
1672854677.44441581,78.22964526,-257.58553836,48.60400998,-0.00110461,0.69229311,-0.00248695,0.01651837,-0.14129970,-0.01178692,176.85039183,176.21436111,174.96422454,174.98563584,-0.15461392,41.25517711,0.00000000,3.00000000
1672854677.48441577,79.74348579,-256.31738186,48.60840563,-0.00289527,0.69416467,-0.00295843,0.01998827,-0.13729085,-0.00926969,176.98522361,176.12811882,175.22073673,175.26221312,-0.15482905,41.67832869,0.00000000,3.00000000
1672854677.52441573,81.11692356,-255.15867151,48.61915159,-0.00564490,0.69661966,-0.00332922,0.02481699,-0.13091583,0.00000000,176.48708700,176.05033525,175.06258385,174.94602990,-0.15503964,41.79999924,0.00000000,3.00000000
1672854677.56441569,82.64638831,-253.86834525,48.60040626,-0.00826481,0.69879598,-0.00332922,0.02835175,-0.13633665,-0.02378011,176.52093894,175.95124829,174.82093880,174.82093880,-0.15525486,41.47776707,0.00000000,3.00000000
1672854677.60441566,84.12527940,-252.62419675,48.61006909,-0.01050443,0.69988870,-0.00428042,0.02844316,-0.13023228,-0.00261730,176.75840456,175.96640018,175.26239627,175.10399781,-0.15501655,42.15623637,0.00000000,3.00000000
1672854677.64441562,85.60394941,-251.37781799,48.61815613,-0.01284493,0.70097813,-0.00438511,0.02852040,-0.12487930,-0.01192339,176.62091378,176.04636361,174.96272332,175.04636361,-0.15474681,42.20000076,0.00000000,3.00000000
1672854677.68441558,87.11761828,-250.10373173,48.62991372,-0.01258200,0.70129059,-0.00486205,0.02649486,-0.11805712,-0.02405075,176.24042153,175.94893893,175.39999390,175.42127184,-0.15497391,42.17806943,0.00000000,3.00000000
1672854677.72441554,88.57909285,-248.87184850,48.62818736,-0.01094190,0.70139361,-0.00582408,0.02401504,-0.11677962,-0.00896878,176.31958005,176.12783332,175.06391666,175.08522005,-0.15518881,42.02219498,0.00000000,3.00000000
1672854677.76441550,90.05981507,-247.62001136,48.65485177,-0.01170027,0.70215624,-0.00618283,0.02358728,-0.10418675,0.00000000,176.46282653,176.31462553,175.50670598,175.47074303,-0.15539076,42.35171549,0.00000000,3.00000000
1672854677.80441546,91.54586454,-246.36336918,48.64869512,-0.01558169,0.70312001,-0.00618283,0.02376779,-0.10500296,-0.01189006,176.65284949,176.13678305,174.95785847,174.76857222,-0.15516529,41.79999924,0.00000000,3.00000000
1672854677.84441543,92.98640663,-245.14590273,48.66429491,-0.01611780,0.70334034,-0.00665843,0.02193810,-0.09694137,0.00000000,176.58324112,176.29594090,175.64162667,175.52081187,-0.15490952,42.43299578,0.00000000,3.00000000
1672854677.88441539,94.49854618,-243.87298945,48.67943606,-0.01737200,0.70295062,-0.00665843,0.01861071,-0.08914033,-0.01189006,176.64265209,176.23603244,175.28529218,175.64926259,-0.15512399,42.37778407,0.00000000,3.00000000
1672854677.92441535,95.95176212,-242.65675079,48.67952157,-0.01845660,0.70167089,-0.00713403,0.01306011,-0.08749076,0.00000000,176.54156060,176.31687270,175.06623946,175.28312131,-0.15533729,42.32183931,0.00000000,3.00000000
1672854677.96441531,97.43752543,-241.41588217,48.69129660,-0.01736412,0.69986450,-0.00713403,0.00644013,-0.08108989,-0.00664689,176.77537182,176.47538086,176.03769348,175.97922807,-0.15553758,42.52784464,0.00000000,3.00000000
1672854678.00441527,98.93017269,-240.16077765,48.72382573,-0.02081451,0.70005207,-0.00739991,0.00613722,-0.06673352,-0.00258468,176.59584766,176.33750687,175.42498029,175.50414319,-0.15530674,42.46529332,0.00000000,3.00000000
1672854678.04441524,99.98523050,-239.28380045,48.69250807,-0.01929016,0.69837726,-0.00750330,0.00069313,-0.07819470,0.00654859,176.77190389,176.00673720,175.46404053,175.40674635,-0.15507522,42.07792295,0.00000000,3.00000000
1672854678.08441520,101.65503944,-237.89283176,48.72253092,-0.02279189,0.69738007,-0.00724135,-0.00228832,-0.06478503,0.01722093,176.40477274,176.02571880,175.74190418,175.84191029,-0.15526287,42.47791517,0.00000000,3.00000000
1672854678.12441516,103.22313730,-236.59047736,48.74941237,-0.02634716,0.69619216,-0.00655252,-0.00563625,-0.05288987,-0.01453796,176.16631442,175.86631136,175.76236525,175.60394611,-0.15544603,42.59999847,0.00000000,3.00000000
1672854678.16441512,104.78757687,-235.29713299,48.75202052,-0.02742110,0.69415550,-0.00713403,-0.01112577,-0.05084856,0.00000000,176.22469959,176.39999390,175.63764862,175.93765167,-0.15562427,42.29999924,0.00000000,3.00000000
1672854678.20441508,106.29064271,-234.04922150,48.80095710,-0.03055942,0.69359074,-0.00713403,-0.01184608,-0.03043034,0.00000000,176.44656328,176.48374488,176.54187390,176.60000610,-0.15531510,42.52194448,0.00000000,3.00000000
1672854678.24441504,107.78878438,-232.81499457,48.81470726,-0.03144929,0.69183872,-0.00713403,-0.01561663,-0.02443587,0.00263331,176.20785137,176.30392263,175.46234994,175.66235898,-0.15518430,41.76536437,0.00000000,3.00000000
1672854678.28441501,109.33339180,-231.54663812,48.81875176,-0.03446390,0.69029779,-0.00702870,-0.01843587,-0.02234005,0.03303685,176.38733975,176.58326135,176.14163678,176.04163068,-0.15536175,41.77822493,0.00000000,3.00000000
1672854678.32441497,110.81828357,-230.32963982,48.84350675,-0.03832576,0.68897909,-0.00570723,-0.02037519,-0.01203060,0.00894610,176.58723015,177.45035179,176.27919797,176.22080203,-0.15553360,42.09999847,0.00000000,3.00000000
1672854678.36441493,112.33628713,-229.08717314,48.84463862,-0.04101519,0.68755233,-0.00534938,-0.02241612,-0.01133118,0.01218716,177.09055737,177.30678023,175.69999695,175.76283129,-0.15569715,42.02240819,0.00000000,3.00000000
1672854678.40441489,113.84841197,-227.84969513,48.84822961,-0.04430194,0.68658372,-0.00486190,-0.02289980,-0.00965233,0.00923024,177.22994161,177.32994772,176.14155282,176.19999695,-0.15549775,42.07817118,0.00000000,3.00000000
1672854678.44441485,115.31761982,-226.65038422,48.88348588,-0.04720261,0.68550563,-0.00449269,-0.02357839,0.00458939,0.01453520,177.50788435,177.27480289,176.12519419,176.34605471,-0.15529050,42.29999924,0.00000000,3.00000000
1672854678.48441482,116.85667955,-225.39314480,48.88367603,-0.05135588,0.68493197,-0.00391128,-0.02282517,0.00454233,-0.00922853,177.46060594,177.07445890,175.82553819,175.96276452,-0.15545405,41.77796962,0.00000000,3.00000000
1672854678.52441478,118.27108475,-224.23503743,48.90075128,-0.05483417,0.68482692,-0.00428042,-0.02080409,0.01123518,0.02111354,177.90197598,177.35474504,176.75850209,176.75850209,-0.15561082,41.87820576,0.00000000,3.00000000
1672854678.56441474,119.82761732,-222.96331808,48.98755230,-0.05832692,0.68459796,-0.00343588,-0.01929528,0.04581915,0.01190814,178.30917732,177.10670110,176.79876179,177.56402131,-0.15576849,41.66624137,0.00000000,3.00000000
1672854678.60441470,121.33410834,-221.73465294,48.98418117,-0.05956554,0.68396298,-0.00295955,-0.01907082,0.04360122,-0.00924157,177.60000610,177.04909142,175.38681560,175.24908837,-0.15558516,40.16559865,0.00000000,3.00000000
1672854678.64441466,122.83910660,-220.50721033,48.94491642,-0.06420856,0.68394732,-0.00332922,-0.01720725,0.02718756,0.00895721,177.75840277,177.07040964,176.44159735,176.62080466,-0.15538702,40.64230557,0.00000000,3.00000000
1672854678.68441463,124.37657380,-219.24792350,48.99923760,-0.06562823,0.68423548,-0.00297093,-0.01467784,0.04846781,0.01189323,177.82135473,177.50676208,177.00676208,176.88541629,-0.15553867,41.97777493,0.00000000,3.00000000
1672854678.72441459,125.86424442,-218.02408577,49.01423860,-0.06648693,0.68509220,-0.00249520,-0.01073128,0.05360175,-0.00073120,177.33239201,177.36619295,176.65844874,176.80000305,-0.15568276,41.26609319,0.00000000,3.00000000
1672854678.76441455,127.37124487,-216.78250179,49.02839724,-0.06890108,0.68634989,-0.00252445,-0.00592674,0.05833644,-0.00822918,177.39081157,177.42463261,176.64154929,176.69999695,-0.15582759,40.46620598,0.00000000,3.00000000
1672854678.80441451,128.89040812,-215.54265076,49.02902843,-0.07267285,0.68619024,-0.00285361,-0.00551328,0.05774166,0.01189006,177.82348356,177.89217215,176.69999695,176.89999390,-0.15566532,40.67740843,0.00000000,3.00000000
1672854678.84441447,130.35852735,-214.32638554,49.06254188,-0.07348020,0.68763886,-0.00237801,-0.00096721,0.07021638,-0.00919526,177.80506469,177.81594098,176.96303519,176.88405597,-0.15546300,41.00000000,0.00000000,3.00000000
1672854678.88441443,131.88248314,-213.06320379,49.05728005,-0.07282529,0.68887241,-0.00274582,0.00265263,0.06703059,-0.00269479,177.88443213,177.89446204,176.60000610,176.77889417,-0.15560227,40.40000153,0.00000000,3.00000000
1672854678.92441440,133.35737612,-211.83716134,49.08821036,-0.07155691,0.69021837,-0.00285361,0.00633259,0.07839493,0.01189006,178.06268871,178.01642009,177.08358282,177.24178836,-0.15573630,40.62176565,0.00000000,3.00000000
1672854678.96441436,134.87108777,-210.57779893,49.10533747,-0.07143053,0.69163428,-0.00237801,0.00990140,0.08402575,-0.01189006,177.89603547,177.93762065,176.80396147,176.60396453,-0.15587356,40.22195293,0.00000000,3.00000000
1672854679.00441432,136.38579417,-209.32762211,49.10650010,-0.07509881,0.69211290,-0.00285361,0.01048964,0.08326066,-0.01189006,177.99603414,177.91682370,176.76238076,176.88317935,-0.15572906,40.07815372,0.00000000,3.00000000
1672854679.04441428,137.48170542,-208.40362246,49.12217895,-0.07188340,0.69370559,-0.00332922,0.01403700,0.08813949,0.00000000,177.67920148,177.56637347,177.42478535,177.32478242,-0.15551497,40.17809400,0.00000000,3.00000000
1672854679.08441424,139.13042298,-207.02292352,49.14867287,-0.07320950,0.69558324,-0.00332922,0.01777192,0.09732346,-0.00919325,177.27123442,177.60701933,176.94280424,176.96420615,-0.15566876,39.72222265,0.00000000,3.00000000
1672854679.12441421,140.69176954,-205.71001965,49.17482552,-0.07054503,0.69706512,-0.00369695,0.02010460,0.10627974,-0.02278436,177.64581879,178.12083554,177.48332119,177.62083554,-0.15580623,39.50000000,0.00000000,3.00000000
1672854679.16441417,142.25591793,-204.39454900,49.21440878,-0.06793342,0.69827998,-0.00460832,0.02144234,0.12042041,-0.01558262,177.48932145,177.98413791,177.30517455,177.32621136,-0.15594397,39.14499973,0.00000000,3.00000000
1672854679.20441413,143.76471257,-203.13164290,49.20560535,-0.07116994,0.69920888,-0.00523162,0.02187403,0.11493996,-0.00925823,177.70801163,178.08320338,177.06240412,177.08320338,-0.15581328,38.62205131,0.00000000,3.00000000
1672854679.24441409,145.26147501,-201.86838787,49.22492794,-0.06693081,0.70006938,-0.00560195,0.02197101,0.12083413,-0.02086484,177.80773361,178.71304040,177.64155097,177.26231584,-0.15563650,38.79999924,0.00000000,3.00000000
1672854679.28441405,146.80198880,-200.55728823,49.24353073,-0.06260839,0.70168291,-0.00643655,0.02396269,0.12628326,-0.00248885,178.56496992,178.80087272,177.09229462,177.09229462,-0.15576397,38.62241418,0.00000000,3.00000000
1672854679.32441401,148.27860736,-199.30256108,49.25658778,-0.05983483,0.70290790,-0.00653610,0.02473844,0.12950358,-0.00586057,178.60966421,178.66128265,177.62741360,177.77580737,-0.15589558,38.27468015,0.00000000,3.00000000
1672854679.36441398,149.78821642,-198.02510701,49.30147696,-0.05513481,0.70295558,-0.00677052,0.02210655,0.14554050,-0.00908773,179.01560472,178.59061323,177.74374977,177.76562785,-0.15603182,37.74620450,0.00000000,3.00000000
1672854679.40441394,151.27875354,-196.76863362,49.29108016,-0.05386135,0.70278325,-0.00713403,0.01912049,0.13919453,-0.00265132,179.52499289,178.52726619,177.24317881,177.34318492,-0.15590579,36.74489782,0.00000000,3.00000000
1672854679.44441390,152.77253333,-195.51144146,49.30348211,-0.05286396,0.70247937,-0.00724009,0.01633036,0.14206413,-0.00923874,179.55978784,178.43711209,177.64193031,177.54673341,-0.15576208,36.87804933,0.00000000,3.00000000
1672854679.48441386,154.30197314,-194.23129335,49.32339362,-0.05028480,0.70118292,-0.00760964,0.01115089,0.14799329,-0.01189006,179.12097001,178.25158926,177.60482913,177.66772724,-0.15590039,36.67813983,0.00000000,3.00000000
1672854679.52441382,155.71921171,-193.05067862,49.31781146,-0.04670281,0.69925612,-0.00808524,0.00454392,0.14360692,0.01838749,178.97912500,178.15048119,177.34174987,177.46261572,-0.15603291,36.02209429,0.00000000,3.00000000
1672854679.56441379,157.26855810,-191.76297707,49.34365639,-0.04442649,0.69731656,-0.00734974,-0.00148634,0.15195517,-0.01838749,179.14193148,178.44674348,178.17903586,178.10000610,-0.15615709,35.77776028,0.00000000,3.00000000
1672854679.60441375,158.77130570,-190.51258932,49.37307722,-0.04547792,0.69639978,-0.00808524,-0.00407569,0.16141567,0.00926590,178.87463716,178.42487999,177.40812835,177.56649965,-0.15603161,35.06652546,0.00000000,3.00000000
1672854679.64441371,160.27524434,-189.26464825,49.35460856,-0.04654696,0.69537779,-0.00771460,-0.00656089,0.15154838,0.01451421,178.85303762,178.52459690,177.38306961,177.24537416,-0.15588613,34.17830765,0.00000000,3.00000000
1672854679.68441367,161.82037835,-187.98793134,49.35922713,-0.04700812,0.69387358,-0.00713403,-0.01013252,0.15112039,0.00000000,179.06248066,178.61669152,177.94164979,177.73752239,-0.15599607,34.25512457,0.00000000,3.00000000
1672854679.72441363,163.30646561,-186.76095381,49.36604303,-0.04789585,0.69261064,-0.00713403,-0.01281119,0.15146846,0.01976556,178.96226881,178.61696584,177.20758093,177.48302817,-0.15610022,34.12162840,0.00000000,3.00000000
1672854679.76441360,164.82971099,-185.50741672,49.36823150,-0.04811325,0.69101742,-0.00634341,-0.01620570,0.14998692,0.00662602,178.89556819,178.57258001,177.72742304,177.66371457,-0.15620470,33.56679240,0.00000000,3.00000000
1672854679.80441356,166.34262913,-184.26479657,49.37028177,-0.05023872,0.68977808,-0.00607837,-0.01826219,0.14838496,0.00633361,178.97529249,178.71685959,177.39999390,177.50392085,-0.15608455,33.00000000,0.00000000,3.00000000
1672854679.84441352,167.85856081,-183.02346291,49.37327651,-0.05238687,0.68847552,-0.00582503,-0.02017331,0.14718687,0.00630808,178.97149420,178.79290173,177.38567548,177.50708606,-0.15594778,32.77768924,0.00000000,3.00000000
